Consolidated Code,Fund Code,Fund Name,Fund Ccy,CnPtf Manager,Operation Type,Deal Description,N Entry Ptf,N Entry,Security Mvt Status Code,CNId,Wkn Code,ISIN Code,Sec Name,GTI Code,Investment Ccy,Maturity Date,Contract Number,Trade Date,Value Date,Nav Date,Quantity,Price Local Ccy,Price Ptf Ccy,Fees Local Ccy,Purch Amount local Ccy Gross,Interests Purchased Local Ccy,Purch Amount Local Ccy Net,Purch Amount Fund Currency net,Sales Amount local Currency gross,Interest Sold Local Ccy,Sales Amount Local Ccy Net,Sales Amount Fund Ccy net,Total Gain or Loss,Security Accounting Entry Number,v_Xchge_Rate
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 1.823.00 164.3 TELENOR AS LU1715,141,1,30,52223000000,591260,NO0010063308,TELENOR AS,100,NOK,99991231,-1,20151013,20151015,20151014,-1823.000000,164.300000,17.770000,,-299518.90,0.00,-299518.90,-32388.12,0.00,0.00,0.00,0.00,0.00,1,0.10781
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 1.823.00 164.3 TELENOR AS LU1715,2,1,30,52223000000,591260,NO0010063308,TELENOR AS,100,NOK,99991231,-1,20151013,20151015,20151014,1823.000000,164.300000,17.770000,,299518.90,0.00,299518.90,32388.12,0.00,0.00,0.00,0.00,0.00,1,0.10781
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 6.255.00 65.7 ORKLA AS  A  LU1715,142,2,30,599441000000,864042,NO0003733800,ORKLA AS  A,100,NOK,99991231,-1,20151013,20151015,20151014,-6255.000000,65.700000,7.100000,,-410953.50,0.00,-410953.50,-44437.97,0.00,0.00,0.00,0.00,0.00,2,0.10781
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 6.255.00 65.7 ORKLA AS  A  LU1715,3,2,30,599441000000,864042,NO0003733800,ORKLA AS  A,100,NOK,99991231,-1,20151013,20151015,20151014,6255.000000,65.700000,7.100000,,410953.50,0.00,410953.50,44437.97,0.00,0.00,0.00,0.00,0.00,2,0.10781
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 9.275.00 3.534 KINGFISHER PLC LU1715,4,3,20,102417000000,812861,GB0033195214,KINGFISHER PLC,100,GBP,99991231,-1,20151012,20151014,20151014,9275.000000,3.534000,4.770000,,32777.85,0.00,32777.85,44221.65,0.00,0.00,0.00,0.00,0.00,3,1.34973
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 24.513.00 1.454 RENTOKIL INITIAL PLC LU1715,5,4,20,162380000000,A0EQ3A,GB00B082RF11,RENTOKIL INITIAL PLC,100,GBP,99991231,-1,20151012,20151014,20151014,24513.000000,1.454000,1.960000,,35641.90,0.00,35641.90,48085.63,0.00,0.00,0.00,0.00,0.00,4,1.34973
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 6.678.00 9.081 NATIONAL GRID PLC LU1715,6,5,20,162431000000,A0ETYW,GB00B08SNH34,NATIONAL GRID PLC,100,GBP,99991231,-1,20151012,20151014,20151014,6678.000000,9.081000,12.250000,,60642.92,0.00,60642.92,81815.30,0.00,0.00,0.00,0.00,0.00,5,1.34973
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 3.121.00 10.71 COMPASS GROUP PLC LU1715,7,6,20,851509000000,A115LA,GB00BLNN3L44,COMPASS GROUP PLC,100,GBP,99991231,-1,20151012,20151014,20151014,3121.000000,10.710000,14.450000,,33425.91,0.00,33425.91,45095.96,0.00,0.00,0.00,0.00,0.00,6,1.34973
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 3.062.00 10.71 BRITISH SKY BROADCASTING GROUP LU1715,8,7,20,325444000000,893517,GB0001411924,BRITISH SKY BROADCASTING GROUP,100,GBP,99991231,-1,20151012,20151014,20151014,3062.000000,10.710000,14.450000,,32794.02,0.00,32794.02,44243.46,0.00,0.00,0.00,0.00,0.00,7,1.34973
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 9.427.00 5.1011 TELEKOM AUSTRIA AG LU1715,143,8,30,50809000000,588811,AT0000720008,TELEKOM AUSTRIA AG,100,EUR,99991231,-1,20151012,20151014,20151014,-9427.000000,5.101100,5.101100,,-48088.07,0.00,-48088.07,-48088.07,0.00,0.00,0.00,0.00,0.00,8,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 9.427.00 5.1011 TELEKOM AUSTRIA AG LU1715,9,8,30,50809000000,588811,AT0000720008,TELEKOM AUSTRIA AG,100,EUR,99991231,-1,20151012,20151014,20151014,9427.000000,5.101100,5.101100,,48088.07,0.00,48088.07,48088.07,0.00,0.00,0.00,0.00,0.00,8,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 1.759.00 25.464 OMV AG LU1715,144,9,30,5114000000,874341,AT0000743059,OMV AG,100,EUR,99991231,-1,20151012,20151014,20151014,-1759.000000,25.464002,25.464002,,-44791.18,0.00,-44791.18,-44791.18,0.00,0.00,0.00,0.00,0.00,9,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 1.759.00 25.464 OMV AG LU1715,10,9,30,5114000000,874341,AT0000743059,OMV AG,100,EUR,99991231,-1,20151012,20151014,20151014,1759.000000,25.464002,25.464002,,44791.18,0.00,44791.18,44791.18,0.00,0.00,0.00,0.00,0.00,9,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 3.502.00 12.6323 VERBUND AG/-A- LU1715,145,10,30,5120000000,877738,AT0000746409,VERBUND AG/-A-,100,EUR,99991231,-1,20151012,20151014,20151014,-3502.000000,12.632299,12.632299,,-44238.31,0.00,-44238.31,-44238.31,0.00,0.00,0.00,0.00,0.00,10,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 3.502.00 12.6323 VERBUND AG/-A- LU1715,11,10,30,5120000000,877738,AT0000746409,VERBUND AG/-A-,100,EUR,99991231,-1,20151012,20151014,20151014,3502.000000,12.632299,12.632299,,44238.31,0.00,44238.31,44238.31,0.00,0.00,0.00,0.00,0.00,10,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 445.00 100.25 SOLVAY SA LU1715,12,11,20,5538000000,856200,BE0003470755,SOLVAY SA,100,EUR,99991231,-1,20151012,20151014,20151014,445.000000,100.250000,100.250000,,44611.25,0.00,44611.25,44611.25,0.00,0.00,0.00,0.00,0.00,11,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 3.952.00 8.1777 AMEC PLC LU1715,13,12,20,369657000000,870306,GB0000282623,AMEC PLC,100,GBP,99991231,-1,20151012,20151014,20151014,3952.000000,8.177700,11.030000,,32318.27,0.00,32318.27,43601.61,0.00,0.00,0.00,0.00,0.00,12,1.34973
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 3.063.00 10.825 BG GROUP PLC LU1715,14,13,20,32759000000,931283,GB0008762899,BG GROUP PLC,100,GBP,99991231,-1,20151012,20151014,20151014,3063.000000,10.825002,14.600000,,33156.98,0.00,33156.98,44733.14,0.00,0.00,0.00,0.00,0.00,13,1.34973
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 1.293.00 25.38 RIO TINTO PLC /REG. LU1715,15,14,20,402589000000,852147,GB0007188757,RIO TINTO PLC /REG.,100,GBP,99991231,-1,20151012,20151014,20151014,1293.000000,25.380000,34.240000,,32816.34,0.00,32816.34,44273.57,0.00,0.00,0.00,0.00,0.00,14,1.34973
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 1.810.00 17.87 ROYAL DUTCH SHELL PLC/-A- LU1715,16,15,20,159214000030,A0D94M,GB00B03MLX29,ROYAL DUTCH SHELL PLC/-A-,100,GBP,99991231,-1,20151012,20151014,20151014,1810.000000,17.870000,24.110000,,32344.70,0.00,32344.70,43637.27,0.00,0.00,0.00,0.00,0.00,15,1.34973
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 2.695.00 12.1 PEARSON PLC LU1715,17,16,20,400018000000,858266,GB0006776081,PEARSON PLC,100,GBP,99991231,-1,20151012,20151014,20151014,2695.000000,12.100000,16.320000,,32609.50,0.00,32609.50,43994.52,0.00,0.00,0.00,0.00,0.00,16,1.34973
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 3.415.00 9.62 UNITED UTILITIES GROUP PLC LU1715,18,17,20,576286000000,A0Q4EC,GB00B39J2M42,UNITED UTILITIES GROUP PLC,100,GBP,99991231,-1,20151012,20151014,20151014,3415.000000,9.620000,12.980000,,32852.30,0.00,32852.30,44322.09,0.00,0.00,0.00,0.00,0.00,17,1.34973
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 622.00 532 CARLSBERG AS  B  LU1715,19,18,20,461893000000,861061,DK0010181759,CARLSBERG AS  B,100,DKK,99991231,-1,20151012,20151014,20151014,622.000000,532.000000,71.310000,,330904.00,0.00,330904.00,44352.34,0.00,0.00,0.00,0.00,0.00,18,0.13403
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 29.00 11280 A.P. MOELLER - MAERSK A/S  B  LU1715,20,19,20,906020000000,861837,DK0010244508,A.P. MOELLER - MAERSK A/S  B,100,DKK,99991231,-1,20151012,20151014,20151014,29.000000,11280.000000,1511.900000,,327120.00,0.00,327120.00,43845.15,0.00,0.00,0.00,0.00,0.00,19,0.13403
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 1.188.00 278.4 NOVOZYMES SHS-B- LU1715,21,20,20,672875000000,A1JP9Y,DK0060336014,NOVOZYMES SHS-B-,100,DKK,99991231,-1,20151012,20151014,20151014,1188.000000,278.400000,37.320000,,330739.20,0.00,330739.20,44330.25,0.00,0.00,0.00,0.00,0.00,20,0.13403
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 2.802.00 17.57 CLARIANT /NAMEN-AKT. LU1715,22,21,20,59865000000,895929,CH0012142631,CLARIANT /NAMEN-AKT.,100,CHF,99991231,-1,20151012,20151014,20151014,2802.000000,17.570000,16.080000,,49231.14,0.00,49231.14,45055.81,0.00,0.00,0.00,0.00,0.00,21,0.91785
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 1.620.00 85.95 SWISS RE-NAMEN LU1715,23,22,20,664570000000,A1H81M,CH0126881561,SWISS RE-NAMEN,100,CHF,99991231,-1,20151012,20151014,20151014,1620.000000,85.950000,78.660000,,139239.00,0.00,139239.00,127430.04,0.00,0.00,0.00,0.00,0.00,22,0.91785
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 1.874.00 74.5 NESTLE / ACT NOM LU1715,24,23,20,191357000000,A0Q4DC,CH0038863350,NESTLE / ACT NOM,100,CHF,99991231,-1,20151012,20151014,20151014,1874.000000,74.500000,68.180000,,139613.00,0.00,139613.00,127772.32,0.00,0.00,0.00,0.00,0.00,23,0.91785
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 548.00 80.9 DELHAIZE GROUP LU1715,25,24,20,5372000000,853151,BE0003562700,DELHAIZE GROUP,100,EUR,99991231,-1,20151012,20151014,20151014,548.000000,80.900000,80.900000,,44333.20,0.00,44333.20,44333.20,0.00,0.00,0.00,0.00,0.00,24,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 652.00 67.89 UCB LU1715,26,25,20,2325000000,852738,BE0003739530,UCB,100,EUR,99991231,-1,20151012,20151014,20151014,652.000000,67.890000,67.890000,,44264.28,0.00,44264.28,44264.28,0.00,0.00,0.00,0.00,0.00,25,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 1.494.00 29.5719 BELGACOM SA LU1715,27,26,20,118141000000,A0B9FU,BE0003810273,BELGACOM SA,100,EUR,99991231,-1,20151012,20151014,20151014,1494.000000,29.571901,29.571901,,44180.42,0.00,44180.42,44180.42,0.00,0.00,0.00,0.00,0.00,26,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 1.186.00 38.06 AMADEUS IT HOLDING SR. A LU1715,28,27,20,650272000999,A1CXN0,ES0109067019,AMADEUS IT HOLDING SR. A,100,EUR,99991231,-1,20151012,20151015,20151014,1186.000000,38.060000,38.060000,,45139.16,0.00,45139.16,45139.16,0.00,0.00,0.00,0.00,0.00,27,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 2.310.00 19.33 GAS NATURAL SDG /SPLIT ISSUE LU1715,29,28,20,25055000000,853598,ES0116870314,GAS NATURAL SDG /SPLIT ISSUE,100,EUR,99991231,-1,20151012,20151015,20151014,2310.000000,19.330000,19.330000,,44652.30,0.00,44652.30,44652.30,0.00,0.00,0.00,0.00,0.00,28,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 2.200.00 21.7 FERROVIAL SA LU1715,30,29,20,137593000000,A0DKZZ,ES0118900010,FERROVIAL SA,100,EUR,99991231,-1,20151012,20151015,20151014,2200.000000,21.700000,21.700000,,47740.00,0.00,47740.00,47740.00,0.00,0.00,0.00,0.00,0.00,29,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 6.456.00 19.3518 ENDESA SA LU1715,31,30,20,10060000000,871028,ES0130670112,ENDESA SA,100,EUR,99991231,-1,20151012,20151015,20151014,6456.000000,19.351800,19.351800,,124935.22,0.00,124935.22,124935.22,0.00,0.00,0.00,0.00,0.00,30,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 1.820.00 26.335 ENAGAS LU1715,32,31,20,81803000000,662211,ES0130960018,ENAGAS,100,EUR,99991231,-1,20151012,20151015,20151014,1820.000000,26.335000,26.335000,,47929.70,0.00,47929.70,47929.70,0.00,0.00,0.00,0.00,0.00,31,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 1.172.00 37.86 GRIFOLS SA -A- LU1715,33,32,20,512392000000,A0B6Z3,ES0171996012,GRIFOLS SA -A-,100,EUR,99991231,-1,20151013,20151016,20151014,1172.000000,37.860000,37.860000,,44371.92,0.00,44371.92,44371.92,0.00,0.00,0.00,0.00,0.00,32,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 619.00 77.16 RED ELE CORP --- SHS LU1715,34,33,20,24786000000,924161,ES0173093115,RED ELE CORP --- SHS,100,EUR,99991231,-1,20151012,20151015,20151014,619.000000,77.160000,77.160000,,47762.04,0.00,47762.04,47762.04,0.00,0.00,0.00,0.00,0.00,33,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 3.810.00 11.55 TELEFONICA SA LU1715,35,34,20,25590000000,850775,ES0178430E18,TELEFONICA SA,100,EUR,99991231,-1,20151012,20151015,20151014,3810.000000,11.550000,11.550000,,44005.50,0.00,44005.50,44005.50,0.00,0.00,0.00,0.00,0.00,34,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 1.315.00 33.64 KESKO OYJ /-B- LU1715,146,35,30,5988000000,884884,FI0009000202,KESKO OYJ /-B-,100,EUR,99991231,-1,20151012,20151014,20151014,-1315.000000,33.640000,33.640000,,-44236.60,0.00,-44236.60,-44236.60,0.00,0.00,0.00,0.00,0.00,35,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 1.315.00 33.64 KESKO OYJ /-B- LU1715,36,35,30,5988000000,884884,FI0009000202,KESKO OYJ /-B-,100,EUR,99991231,-1,20151012,20151014,20151014,1315.000000,33.640000,33.640000,,44236.60,0.00,44236.60,44236.60,0.00,0.00,0.00,0.00,0.00,35,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 1.939.00 22.669 AMER SPORTS CORPORATION  A  LU1715,147,36,30,5966000000,870547,FI0009000285,AMER SPORTS CORPORATION  A,100,EUR,99991231,-1,20151012,20151014,20151014,-1939.000000,22.668999,22.668999,,-43955.19,0.00,-43955.19,-43955.19,0.00,0.00,0.00,0.00,0.00,36,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 1.939.00 22.669 AMER SPORTS CORPORATION  A  LU1715,37,36,30,5966000000,870547,FI0009000285,AMER SPORTS CORPORATION  A,100,EUR,99991231,-1,20151012,20151014,20151014,1939.000000,22.668999,22.668999,,43955.19,0.00,43955.19,43955.19,0.00,0.00,0.00,0.00,0.00,36,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 1.160.00 37.84 WARTSILA CORPORATION -B- LU1715,148,37,30,5999000000,881050,FI0009003727,WARTSILA CORPORATION -B-,100,EUR,99991231,-1,20151012,20151014,20151014,-1160.000000,37.840000,37.840000,,-43894.40,0.00,-43894.40,-43894.40,0.00,0.00,0.00,0.00,0.00,37,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 1.160.00 37.84 WARTSILA CORPORATION -B- LU1715,38,37,30,5999000000,881050,FI0009003727,WARTSILA CORPORATION -B-,100,EUR,99991231,-1,20151012,20151014,20151014,1160.000000,37.840000,37.840000,,43894.40,0.00,43894.40,43894.40,0.00,0.00,0.00,0.00,0.00,37,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 3.053.00 14.36 FORTUM CORPORATION LU1715,149,38,30,13637000000,916660,FI0009007132,FORTUM CORPORATION,100,EUR,99991231,-1,20151012,20151014,20151014,-3053.000000,14.360000,14.360000,,-43841.08,0.00,-43841.08,-43841.08,0.00,0.00,0.00,0.00,0.00,38,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 3.053.00 14.36 FORTUM CORPORATION LU1715,39,38,30,13637000000,916660,FI0009007132,FORTUM CORPORATION,100,EUR,99991231,-1,20151012,20151014,20151014,3053.000000,14.360000,14.360000,,43841.08,0.00,43841.08,43841.08,0.00,0.00,0.00,0.00,0.00,38,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 1.693.00 76.85 SODEXO LU1715,40,39,20,6590000000,870935,FR0000121220,SODEXO,100,EUR,99991231,-1,20151012,20151014,20151014,1693.000000,76.850000,76.850000,,130107.05,0.00,130107.05,130107.05,0.00,0.00,0.00,0.00,0.00,39,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 510.00 86.432 MICHELIN  B  /NOM. LU1715,41,40,20,6276000000,850739,FR0000121261,MICHELIN  B  /NOM.,100,EUR,99991231,-1,20151012,20151014,20151014,510.000000,86.432000,86.432000,,44080.32,0.00,44080.32,44080.32,0.00,0.00,0.00,0.00,0.00,40,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 430.00 111.7133 GECINA /ACT.NOM. LU1715,42,41,20,113576000000,A0BLMY,FR0010040865,GECINA /ACT.NOM.,117,EUR,99991231,-1,20151012,20151014,20151014,430.000000,111.713302,111.713302,,48036.72,0.00,48036.72,48036.72,0.00,0.00,0.00,0.00,0.00,41,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 1.694.00 28.2928 ALSTOM LU1715,43,42,20,166276000000,A0F7BK,FR0010220475,ALSTOM,100,EUR,99991231,-1,20151012,20151014,20151014,1694.000000,28.292798,28.292798,,47928.00,0.00,47928.00,47928.00,0.00,0.00,0.00,0.00,0.00,42,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 14.146.00 3.201 KONINKLIJKE KPN /EUR 0.04 LU1715,44,43,20,43155000000,890963,NL0000009082,KONINKLIJKE KPN /EUR 0.04,100,EUR,99991231,-1,20151012,20151014,20151014,14146.000000,3.201000,3.201000,,45281.35,0.00,45281.35,45281.35,0.00,0.00,0.00,0.00,0.00,43,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 740.00 59.93 AKZO NOBEL NV (EUR 2) LU1715,45,44,20,12039000000,914188,NL0000009132,AKZO NOBEL NV (EUR 2),100,EUR,99991231,-1,20151012,20151014,20151014,740.000000,59.930000,59.930000,,44348.20,0.00,44348.20,44348.20,0.00,0.00,0.00,0.00,0.00,44,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 1.961.00 22.64 QIAGEN NV LU1715,221,45,30,514606000999,901626,NL0000240000,QIAGEN NV,100,EUR,99991231,-1,20151012,20151014,20151015,-1961.000000,22.640000,22.640000,,-44397.04,0.00,-44397.04,-44397.04,0.00,0.00,0.00,0.00,0.00,45,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 1.961.00 22.64 QIAGEN NV LU1715,46,45,20,514606000999,901626,NL0000240000,QIAGEN NV,100,EUR,99991231,-1,20151012,20151014,20151014,1961.000000,22.640000,22.640000,,44397.04,0.00,44397.04,44397.04,0.00,0.00,0.00,0.00,0.00,45,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 1.580.00 28.3047 WOLTERS KLUWER NV LU1715,47,46,20,513545000000,A0J2R1,NL0000395903,WOLTERS KLUWER NV,100,EUR,99991231,-1,20151012,20151014,20151014,1580.000000,28.304703,28.304703,,44721.43,0.00,44721.43,44721.43,0.00,0.00,0.00,0.00,0.00,46,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 1.197.00 36.7736 KONINKLIJKE VOPAK LU1715,48,47,20,651790000000,A1CYGK,NL0009432491,KONINKLIJKE VOPAK,100,EUR,99991231,-1,20151012,20151014,20151014,1197.000000,36.773601,36.773601,,44018.00,0.00,44018.00,44018.00,0.00,0.00,0.00,0.00,0.00,47,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 476.00 93.0086 HENKEL / VORZUG LU1715,49,48,20,4124000000,604843,DE0006048432,HENKEL / VORZUG,100,EUR,99991231,-1,20151012,20151014,20151014,476.000000,93.008592,93.008592,,44272.09,0.00,44272.09,44272.09,0.00,0.00,0.00,0.00,0.00,48,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 15.00 191.75 PUMA SE                    *** LU1715,50,49,20,6066000000,696960,DE0006969603,PUMA SE                    ***,100,EUR,99991231,-1,20151012,20151014,20151014,15.000000,191.750000,191.750000,,2876.25,0.00,2876.25,2876.25,0.00,0.00,0.00,0.00,0.00,49,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 736.00 60.08 SAP SE LU1715,51,50,20,4389000000,716460,DE0007164600,SAP SE,100,EUR,99991231,-1,20151012,20151014,20151014,736.000000,60.080000,60.080000,,44218.88,0.00,44218.88,44218.88,0.00,0.00,0.00,0.00,0.00,50,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 584.00 75.516 ADIDAS AG LU1715,52,51,20,656977000000,A1EWWW,DE000A1EWWW0,ADIDAS AG,100,EUR,99991231,-1,20151012,20151014,20151014,584.000000,75.515993,75.515993,,44101.34,0.00,44101.34,44101.34,0.00,0.00,0.00,0.00,0.00,51,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 220.00 188.3882 PUMA SE                    *** LU1715,53,52,20,6066000000,696960,DE0006969603,PUMA SE                    ***,100,EUR,99991231,-1,20151013,20151015,20151014,220.000000,188.388182,188.388182,,41445.40,0.00,41445.40,41445.40,0.00,0.00,0.00,0.00,0.00,52,1.00000
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 769.00 536.5 MILLICOM INTL CELL./SWED.DEP. LU1715,223,53,30,120365000000,A0B987,SE0001174970,MILLICOM INTL CELL./SWED.DEP.,100,SEK,99991231,-1,20151012,20151014,20151015,-769.000000,536.500000,57.780000,,-412568.50,0.00,-412568.50,-44431.15,0.00,0.00,0.00,0.00,0.00,53,0.10654
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 769.00 536.5 MILLICOM INTL CELL./SWED.DEP. LU1715,54,53,20,120365000000,A0B987,SE0001174970,MILLICOM INTL CELL./SWED.DEP.,100,SEK,99991231,-1,20151012,20151014,20151014,769.000000,536.500000,57.780000,,412568.50,0.00,412568.50,44431.15,0.00,0.00,0.00,0.00,0.00,53,0.10745
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 1.718.00 239.9077 ELECTROLUX AB  B  LU1715,225,54,30,612883000000,853138,SE0000103814,ELECTROLUX AB  B,100,SEK,99991231,-1,20151012,20151014,20151015,-1718.000000,239.907701,25.840000,,-412161.43,0.00,-412161.43,-44387.31,0.00,0.00,0.00,0.00,0.00,54,0.10654
LU170C,LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,EUR,0,PURCH,Purchase on stock market 1.718.00 239.9077 ELECTROLUX AB  B  LU1715,55,54,20,612883000000,853138,SE0000103814,ELECTROLUX AB  B,100,SEK,99991231,-1,20151012,20151014,20151014,1718.000000,239.907701,25.840000,,412161.43,0.00,412161.43,44387.31,0.00,0.00,0.00,0.00,0.00,54,0.10745
