FUND CODE,FUND NAME,ISIN CODE,CURRENCY,NAV DATE,NAV PER SHARE,PREVIOUS NAV,TOTAL NET ASSET,FUND TOTAL NET ASSET,TIS,TOTAL TIS AMOUNT,AMOUNT REDEMPTION,AMOUNT SUBSCRIPTION,QUANTITY REDEMPTION,QUANTITY SUBSCRIPTION
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420348,EUR,20161110,99.44,99.590000,201030.62,44394142.19,.51832,1047.82,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20161109,102.58,102.540000,44259705.26,44461042.61,3.035898,958458.15,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420348,EUR,20161109,99.59,99.570000,201337.35,44461042.61,.415569,840.1,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20161108,102.54,102.370000,44244176.77,44445454.31,3.02008,951633.29,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420348,EUR,20161108,99.57,99.400000,201277.54,44445454.31,.400209,809.05,0,150239.92,0,1511.468
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20161107,102.37,102.450000,44170034.44,44220738.35,2.935212,915015.09,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420348,EUR,20161107,99.4,99.480000,50703.91,44220738.35,.3178,162.11,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20161104,102.45,102.490000,44202945.95,44253690.49,2.93465,914772.6,100000.01,0,975.705,0
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420348,EUR,20161104,99.48,99.520000,50744.54,44253690.49,.317252,161.83,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20161103,102.49,102.700000,44320572.57,44371338.29,2.945333,921461.03,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420348,EUR,20161103,99.52,99.730000,50765.72,44371338.29,.327622,167.12,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20161102,102.7,102.860000,44414650.84,44465525.26,3.041466,963033.5,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420348,EUR,20161102,99.73,99.890000,50874.42,44465525.26,.420976,214.74,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20161031,102.86,102.930000,44481910.74,44532864.16,3.019362,953474.57,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420348,EUR,20161031,99.89,99.960000,50953.42,44532864.16,.39951,203.79,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20161028,102.93,103.110000,44510846.12,44561835.54,3.036715,960978.79,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420348,EUR,20161028,99.96,100.140000,50989.42,44561835.54,.416369,212.39,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20161027,103.11,103.290000,44591880.03,44642963.23,3.063532,972576.09,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420348,EUR,20161027,100.14,100.320000,51083.2,44642963.23,.442423,225.68,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20161026,103.29,103.290000,44667584.99,44718755.89,3.127696,1000323.5,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420348,EUR,20161026,100.32,100.320000,51170.9,44718755.89,.504744,257.47,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20161025,103.29,103.280000,44669688.17,44720862.44,3.10359,989898.91,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420348,EUR,20161025,100.32,100.310000,51174.27,44720862.44,.481337,245.53,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20161024,103.28,103.200000,44662932.35,44714099.84,3.101402,988952.97,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420348,EUR,20161024,100.31,100.240000,51167.49,44714099.84,.47922,244.45,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20161021,103.2,103.150000,44630267.92,44681401.45,3.033464,959572.93,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420348,EUR,20161021,100.24,100.200000,51133.53,44681401.45,.413233,210.79,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20161020,103.15,103.030000,44608872.62,44659982.59,2.949791,923388.99,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420348,EUR,20161020,100.2,100.080000,51109.97,44659982.59,.331955,169.33,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20161019,103.03,102.900000,44555784.14,44606834.25,2.927607,913795.18,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420348,EUR,20161019,100.08,99.950000,51050.11,44606834.25,.31041,158.34,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20161018,102.9,102.880000,44498443.83,44549429.19,2.885026,895381.12,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420348,EUR,20161018,99.95,99.930000,50985.36,44549429.19,.269045,137.24,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20161017,102.88,102.900000,44488931.23,44539906.65,2.868269,888134.75,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420348,EUR,20161017,99.93,99.960000,50975.42,44539906.65,.252774,128.94,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20161014,102.9,102.920000,44498943.84,44549934.43,2.828634,870994.52,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420348,EUR,20161014,99.96,99.980000,50990.59,44549934.43,.214272,109.3,0,50000,0,500.1
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20161013,102.92,102.930000,44506187.31,44507187.09,2.836579,874430.46,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420348,EUR,20161013,99.98,99.990000,999.78,44507187.09,.222,2.22,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20161012,102.93,102.950000,44510722.66,44511722.56,2.784552,851931.19,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420348,EUR,20161012,99.99,100.020000,999.9,44511722.56,.171,1.71,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20161011,102.95,102.930000,44520735.64,44521735.81,2.672955,803671.43,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420348,EUR,20161011,100.02,100.000000,1000.17,44521735.81,.063,.63,0,900,0,9
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20161010,102.93,102.990000,44511761.41,44511861.41,2.607876,775527.9,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420348,EUR,20161010,100,0.000000,100,44511861.41,0,0,0,100,0,1
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20161007,102.99,102.980000,44536209.66,44536209.66,2.651184,794256.42,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20161006,102.98,103.040000,44535398.66,44535398.66,2.617302,779604.47,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20161005,103.04,103.080000,44559955.36,44559955.36,2.661304,798632.85,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20161004,103.08,103.020000,44575044.78,44575044.78,2.605228,774382.87,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20161003,103.02,103.040000,44551163.33,44551163.33,2.584428,765387.77,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160930,103.04,103.110000,44561019.94,44561019.94,2.572401,760187.05,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160929,103.11,103.050000,44589665.33,44589665.33,2.616678,779334.53,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160928,103.05,102.970000,44565213.18,44565213.18,2.604962,774267.95,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160927,102.97,103.080000,44528565.04,44528565.04,2.532017,742723.04,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160926,103.08,103.120000,44576435.05,44576435.05,2.576077,761776.73,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160923,103.12,102.910000,44594565.7,44594565.7,2.5535,752013,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160922,102.91,102.720000,44505040.28,44505040.28,2.629078,784696.91,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160921,102.72,102.660000,44421319.43,44421319.43,2.591433,768417.44,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160920,102.66,102.560000,44394731.39,44394731.39,2.565511,757207.53,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160919,102.56,102.550000,44353223.88,44353223.88,2.566935,757823.34,1299999.99,0,12676.743,0
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160916,102.55,102.540000,45648420.84,45648420.84,2.484131,743179.45,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160915,102.54,102.630000,45642757.78,45642757.78,2.46396,734200.85,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160914,102.63,102.790000,45681394.39,45681394.39,2.46197,733315.43,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160913,102.79,102.900000,45756285.55,45756285.55,2.504488,752241.21,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160912,102.9,103.180000,45803535.91,45803535.91,2.50572,752789.56,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160909,103.18,103.270000,45926884.7,45926884.7,2.477458,740209.21,0,200860.15,0,1945
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160908,103.27,103.210000,45766017.82,45766017.82,2.493797,744216.15,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160907,103.21,103.100000,45738815.13,45738815.13,2.472543,734796.54,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160906,103.1,102.990000,45693661.14,45693661.14,2.543334,766169.95,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160905,102.99,102.900000,45641872.94,45641872.94,2.533289,761718.03,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160902,102.9,102.930000,45602687.57,45602687.57,2.478377,737382.31,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160901,102.93,102.980000,45616776.8,45616776.8,2.543297,766153.32,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160831,102.98,102.910000,45638177.31,45638177.31,2.532972,761577.61,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160830,102.91,102.820000,45607387.59,45607387.59,2.486021,740769.82,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160829,102.82,102.830000,45569335.25,45569335.25,2.378351,693052.74,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160826,102.83,102.930000,45572337.36,45572337.36,2.346505,678938.94,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160825,102.93,102.980000,45617391.1,45617391.1,2.381745,694556.74,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160824,102.98,102.920000,45640784.01,45640784.01,2.338092,675210.78,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160823,102.92,102.890000,45611502.81,45611502.81,2.317779,666208.2,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160822,102.89,102.950000,45598732.56,45598732.56,2.311416,663388.47,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160819,102.95,102.900000,45626844.3,45626844.3,2.306225,661088,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160818,102.9,102.950000,45603469.22,45603469.22,2.327401,670472.67,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160817,102.95,103.030000,45625607.76,45625607.76,2.338458,675373.02,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160816,103.03,102.960000,45662806.84,45662806.84,2.404007,704422.72,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160812,102.96,102.950000,45631973.06,45631973.06,2.392973,699532.9,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160811,102.95,102.910000,45624517.87,45624517.87,2.397365,701479.35,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160810,102.91,102.770000,45607510.51,45607510.51,2.457359,728067.27,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160809,102.77,102.630000,45546514.93,45546514.93,2.481051,738567.14,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160808,102.63,102.420000,45484885.58,45484885.58,2.481784,738892.1,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160805,102.42,102.260000,45392630.31,45392630.31,2.39368,699846.16,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160804,102.26,102.250000,45319398.12,45319398.12,2.365132,687194.33,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160803,102.25,102.420000,45315371.2,45315371.2,2.318173,666382.97,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160802,102.42,102.400000,45388516.53,45388516.53,2.387641,697169.94,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160801,102.4,102.390000,45380352.52,45380352.52,2.384469,695763.88,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160729,102.39,102.420000,45378169.82,45378169.82,2.416564,709987.93,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160728,102.42,102.330000,45390882.23,45390882.23,2.483997,739873.03,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160727,102.33,102.400000,45348816.04,45348816.04,2.491644,743261.82,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160726,102.4,102.410000,45379580.46,45379580.46,2.498178,746157.68,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160725,102.41,102.290000,45385103.47,45385103.47,2.485887,740710.68,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160722,102.29,102.230000,45334657.63,45334657.63,2.453544,726376.68,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160721,102.23,102.160000,45306675.44,45306675.44,2.451918,725656.16,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160720,102.16,102.180000,45276147.94,45276147.94,2.438564,719738.05,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160719,102.18,102.160000,45282432.84,45282432.84,2.404208,704512.02,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160718,102.16,102.190000,45277388.35,45277388.35,2.374706,691437.29,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160715,102.19,102.050000,45289040.01,45289040.01,2.346939,679131.63,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160714,102.05,102.050000,45226878.41,45226878.41,2.329387,671352.75,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160713,102.05,101.880000,45226714.7,45226714.7,2.340968,676485.18,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160712,101.88,101.630000,45149916.19,45149916.19,2.354725,682581.99,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160711,101.63,101.420000,45040953.2,45040953.2,2.344258,677943.15,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160708,101.42,101.350000,44946197.4,44946197.4,2.302441,659410.76,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160707,101.35,101.470000,44915992.45,44915992.45,2.290798,654250.95,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160706,101.47,101.550000,44967977.84,44967977.84,2.260191,640686.24,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160705,101.55,101.410000,45004389.78,45004389.78,2.245809,634312.79,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160704,101.41,101.140000,44942696.91,44942696.91,2.247201,634929.53,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160701,101.14,100.980000,44822660.3,44822660.3,2.234697,629387.87,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160630,100.98,100.520000,44753348.89,44753348.89,2.209702,618310.8,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160629,100.52,100.350000,44546983.06,44546983.06,2.191523,610253.89,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160628,100.35,100.630000,44471096.66,44471096.66,2.206784,617017.46,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160627,100.63,101.300000,44598670.46,44598670.46,2.162625,597446.86,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160624,101.3,101.190000,44893940.21,44893940.21,2.090779,565606.22,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160622,101.19,101.080000,44844008.05,44844008.05,2.067234,555171.67,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160621,101.08,100.800000,44794722.01,44794722.01,2.021566,534932.36,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160620,100.8,100.710000,44674080.67,44674080.67,2.025192,536539.36,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160617,100.71,100.830000,44634072.01,44634072.01,2.076184,559137.96,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160616,100.83,100.770000,44686772.89,44686772.89,2.034154,540510.96,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160615,100.77,101.100000,44658271.74,44658271.74,2.028038,537800.52,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160614,101.1,101.370000,44805007.8,44805007.8,1.992846,522204.22,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160613,101.37,101.520000,44926359.1,44926359.1,1.999527,525165.23,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160610,101.52,101.500000,44990915.94,44990915.94,1.987403,519792.18,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160609,101.5,101.480000,44984008.62,44984008.62,1.946397,501619.09,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160608,101.48,101.260000,44972918.67,44972918.67,1.943863,500495.87,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160607,101.26,101.200000,44876814.17,44876814.17,1.921819,490726.35,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160606,101.2,101.140000,44851892.37,44851892.37,1.934707,496438.31,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160603,101.14,101.140000,44825383.9,44825383.9,1.999364,525092.98,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160602,101.14,101.160000,44823585.22,44823585.22,1.983585,518099.91,24733620,24733620,244500,244500
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160601,101.16,101.140000,44834029.82,44834029.82,1.986658,519462.03,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160531,101.14,101.150000,44823866.03,44823866.03,1.992156,521898.32,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160530,101.15,101.050000,44828969.32,44828969.32,1.985261,518842.55,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160527,101.05,100.930000,44785490.29,44785490.29,1.94711,501935.16,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160526,100.93,100.790000,44729206.86,44729206.86,1.958717,507079.12,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160525,100.79,100.700000,44668357.05,44668357.05,1.932141,495300.76,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160524,100.7,100.680000,44626979.21,44626979.21,1.878605,471574.65,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160523,100.68,100.600000,44619628.46,44619628.46,1.8662,466077.05,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160520,100.6,100.690000,44584577.54,44584577.54,1.851593,459603.86,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160519,100.69,100.750000,44624468.73,44624468.73,1.811715,441930.5,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160518,100.75,100.740000,44652621.07,44652621.07,1.765171,421302.87,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160517,100.74,100.720000,44646153.79,44646153.79,1.772384,424499.97,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160513,100.72,100.720000,44639149.31,44639149.31,1.712697,398047.72,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160512,100.72,100.690000,44636105.93,44636105.93,1.694349,389916.2,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160511,100.69,100.630000,44623204.04,44623204.04,1.715891,399463.12,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160510,100.63,100.660000,44596372.64,44596372.64,1.69529,390333.16,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160509,100.66,100.720000,44610928.23,44610928.23,1.670728,379447.97,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160506,100.72,100.830000,44639139.71,44639139.71,1.63455,363414.18,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160504,100.83,101.000000,44683875.52,44683875.52,1.627551,360312.78,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160503,101,101.070000,44761385.26,44761385.26,1.631714,362157.71,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160502,101.07,101.140000,44791691.29,44791691.29,1.617188,355720,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160429,101.14,101.180000,44825093.41,44825093.41,1.632274,362405.84,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160428,101.18,101.150000,44839396.71,44839396.71,1.630678,361698.25,0,650000.02,0,6426.1
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160427,101.15,101.130000,44179126.93,44179126.93,1.622681,352961.13,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160426,101.13,101.190000,44167758.74,44167758.74,1.627333,354993.04,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160425,101.19,101.050000,44194984.86,44194984.86,1.615137,349666.04,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160422,101.05,100.900000,44133391.68,44133391.68,1.603954,344782.15,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160421,100.9,100.840000,44067559.96,44067559.96,1.601034,343506.59,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160420,100.84,100.770000,44042373.08,44042373.08,1.60836,346706.47,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160419,100.77,100.740000,44010927.8,44010927.8,1.593417,340179.7,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160418,100.74,100.650000,43997471.53,43997471.53,1.58326,335743.58,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160415,100.65,100.520000,43958926.31,43958926.31,1.574079,331733.89,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160414,100.52,100.290000,43902131.91,43902131.91,1.568705,329386.72,0,299999.98,0,2991.325
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160413,100.29,100.210000,43501129.32,43501129.32,1.542726,315862.06,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160412,100.21,100.220000,43469100.83,43469100.83,1.517387,304870.92,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160411,100.22,100.230000,43471378.47,43471378.47,1.514691,303701.65,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160408,100.23,100.260000,43477569.12,43477569.12,1.507529,300595.04,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160407,100.26,100.270000,43488921.3,43488921.3,1.509595,301490.93,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160406,100.27,100.360000,43493323.19,43493323.19,1.492561,294102.39,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160405,100.36,100.380000,43533576.45,43533576.45,1.51813,305193.38,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160404,100.38,100.410000,43542497.21,43542497.21,1.510366,301825.64,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160401,100.41,100.420000,43555750.5,43555750.5,1.495086,295197.57,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160331,100.42,100.390000,43558009.64,43558009.64,1.51037,301827.26,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160330,100.39,100.380000,43546372.61,43546372.61,1.513704,303273.42,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160329,100.38,100.490000,43541362.04,43541362.04,1.481339,289234.56,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160324,100.49,100.440000,43589742.64,43589742.64,1.475481,286693.66,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20160323,100.44,100.380000,43568848.97,43568848.97,1.454195,277460.58,,,,
